Id,Title,Original Title,Original Language,Overview,Revenue,Budget,Runtime,Release Date,Vote Average,Vote Count,Genres,Production Companies,Production Countries,Spoken Languages,Director,Stars
225728,Macbeth,Macbeth,en,"Phim truyện chuyển thể từ vở kịch Scotland của Shakespeare kể về Tướng Macbeth có người vợ đầy tham vọng thúc giục ông sử dụng những thủ đoạn độc ác để giành lấy quyền lực ngai vàng đối với vị vua đang ngồi, Duncan.",16322067.0,15000000.0,113,2015-09-22,6.5,1397,"['Drama', 'War']","['Anton Capital Entertainment', 'See-Saw Films', 'Creative Scotland', 'DMC Film', 'Film4 Productions', 'StudioCanal']","['France', 'United Kingdom', 'United States of America']",['Tiếng Anh'],Unknown,Unknown
257211,The Intern,The Intern,en,"Người đàn ông góa vợ 70 tuổi Ben Whittaker đã phát hiện ra rằng việc nghỉ hưu không phải là tất cả như người ta tưởng. Nắm bắt cơ hội quay trở lại cuộc chơi, anh trở thành thực tập sinh cấp cao tại một trang web thời trang trực tuyến do Jules Ostin thành lập và điều hành.",194564672.0,35000000.0,121,2015-09-23,7.203,6409,['Comedy'],"['Warner Bros. Pictures', 'RatPac Entertainment', 'Waverly Films']",['United States of America'],['Tiếng Anh'],Unknown,Unknown
266647,Pan,Pan,en,"Sống một cuộc sống ảm đạm tại một trại trẻ mồ côi ở London, Peter, 12 tuổi, thấy mình bị cuốn vào thế giới huyền ảo của Neverland. Cuộc phiêu lưu đang chờ đợi khi anh gặp người bạn mới James Hook và chiến binh Tiger Lily. Họ phải hợp sức để cứu Neverland khỏi tên cướp biển Blackbeard tàn nhẫn. Trên đường đi, cậu bé nổi loạn và tinh nghịch phát hiện ra vận mệnh thực sự của mình, trở thành người hùng mãi mãi được biết đến với cái tên Peter Pan.",128388320.0,150000000.0,111,2015-09-24,5.957,2642,"['Fantasy', 'Adventure', 'Family', 'Action']","['Moving Picture Company', 'Berlanti Productions', 'RatPac Entertainment', 'Warner Bros. Pictures', 'Isobel Griffiths', 'Prime Focus']","['India', 'United Kingdom', 'United States of America']",['Tiếng Anh'],Unknown,Unknown
286217,The Martian,The Martian,en,"Trong một sứ mệnh có người lái tới sao Hỏa, phi hành gia Mark Watney được cho là đã chết sau một cơn bão dữ dội và bị phi hành đoàn của anh bỏ lại. Nhưng Watney đã sống sót và thấy mình bị mắc kẹt và đơn độc trên hành tinh thù địch. Chỉ với những nguồn cung cấp ít ỏi, anh ta phải vận dụng sự khéo léo, trí thông minh và tinh thần của mình để tồn tại và tìm cách báo hiệu cho Trái đất rằng anh ta còn sống.",631058917.0,108000000.0,141,2015-09-30,7.683,19045,"['Drama', 'Adventure', 'Science Fiction']","['Scott Free Productions', 'Genre Films', 'TSG Entertainment', '20th Century Fox']","['United Kingdom', 'United States of America']","['Tiếng Anh', 'Tiếng Trung']",Unknown,Unknown
285783,The Walk,The Walk,en,Câu chuyện về nỗ lực vượt qua Tháp Đôi của Trung tâm Thương mại Thế giới của nghệ sĩ đi dây người Pháp Philippe Petit vào năm 1974.,61181942.0,35000000.0,123,2015-09-30,7.0,3057,"['History', 'Drama', 'Adventure']","['TriStar Pictures', 'LStar Capital', 'ImageMovers']",['United States of America'],"['Tiếng Pháp', 'Tiếng Anh']",Unknown,Unknown
241257,Regression,Regression,en,"Minnesota, 1990. Thám tử Bruce Kenner điều tra vụ án của cô bé Angela, người đã buộc tội cha cô, John Gray, về một tội ác không thể tả xiết. Khi John thừa nhận tội lỗi một cách bất ngờ và không có hồi ức, nhà tâm lý học nổi tiếng Tiến sĩ Raines được mời đến để giúp anh hồi tưởng lại những ký ức của mình và những gì họ phát hiện ra đã vạch trần một bí ẩn kinh hoàng trên toàn quốc.",17671101.0,20000000.0,106,2015-10-01,5.576,1728,"['Horror', 'Mystery', 'Thriller']","['The Weinstein Company', 'Himenóptero', 'First Generation Films', 'Mod Producciones', 'FilmNation Entertainment', 'Telefónica Studios', 'Téléfilm Canada', 'Mediaset España', 'Canal+']","['Canada', 'Spain', 'United States of America']",['Tiếng Anh'],Unknown,Unknown
201085,Crimson Peak,Crimson Peak,en,"Sau một bi kịch gia đình, một tác giả đầy tham vọng bị giằng xé giữa tình yêu dành cho người bạn thời thơ ấu và sự cám dỗ của một người ngoài cuộc bí ẩn. Cố gắng thoát khỏi bóng ma quá khứ, cô bị cuốn vào một ngôi nhà còn thở, chảy máu… và nhớ lại.",74700000.0,55000000.0,119,2015-10-13,6.646,4772,"['Horror', 'Romance']","['Double Dare You Productions', 'Legendary Pictures', 'Universal Pictures']","['Mexico', 'United States of America']",['Tiếng Anh'],Unknown,Unknown
344268,The New Adventures of Aladdin,Les Nouvelles Aventures D'Aladin,fr,"Một cặp kẻ thua cuộc làm việc tại cửa hàng bách hóa lên kế hoạch cướp địa điểm sau khi nó đóng cửa. Khi một đám trẻ xuất hiện xin kể một câu chuyện, những người đàn ông bắt đầu tạo ra một phiên bản Aladdin ngẫu hứng.",35800000.0,17800000.0,101,2015-10-14,4.7,842,"['Comedy', 'Fantasy', 'Adventure']","['Artémis Productions', 'M6 Films', '74 Films', 'Pathé', 'Canal+', 'Ciné+', 'M6', 'W9', 'La Wallonie', 'Shelter Prod', 'Cinémage']","['Belgium', 'France']","['Tiếng Pháp', 'Tiếng Ý']",Unknown,Unknown
290751,Secret in Their Eyes,Secret in Their Eyes,en,"Một nhóm điều tra viên FBI chặt chẽ, cùng với người giám sát Biện lý quận của họ, bất ngờ bị chia cắt khi họ phát hiện ra rằng một trong những cô con gái tuổi teen của chính họ đã bị sát hại dã man.",34854990.0,19500000.0,111,2015-10-14,6.385,1290,"['Thriller', 'Mystery', 'Drama', 'Crime']","['Ingenious Media', 'Gran Via Productions', 'IM Global', 'STXfilms', 'Route One Entertainment', 'Union Investment Partners', 'SITE Productions', ""Willie's Movies""]","['South Korea', 'Spain', 'United Kingdom', 'United States of America']",['Tiếng Anh'],Unknown,Unknown
296098,Bridge of Spies,Bridge of Spies,en,"Trong Chiến tranh Lạnh, Liên Xô bắt giữ phi công Mỹ Francis Gary Powers sau khi bắn hạ chiếc máy bay do thám U-2 của anh ta. Bị kết án 10 năm tù, hy vọng duy nhất của Powers là luật sư James Donovan ở New York, người được một đặc vụ CIA tuyển dụng để thương lượng việc trả tự do cho anh ta. Donovan lên máy bay đến Berlin với hy vọng giành được tự do cho chàng trai trẻ thông qua cuộc trao đổi tù nhân. Nếu mọi việc suôn sẻ, người Nga sẽ bắt được Rudolf Abel, điệp viên bị kết án mà Donovan bào chữa trước tòa.",165478348.0,40000000.0,141,2015-10-15,7.2,6585,"['Thriller', 'Drama']","['TSG Entertainment', 'Amblin Entertainment', 'Studio Babelsberg', 'Fox 2000 Pictures', 'Marc Platt Productions', 'Participant', 'Reliance Entertainment', 'DreamWorks Pictures']","['India', 'United States of America', 'Germany']","['Tiếng Nga', 'Tiếng Anh', 'Tiếng Đức']",Unknown,Unknown
274854,The Last Witch Hunter,The Last Witch Hunter,en,"Thế giới hiện đại nắm giữ nhiều bí mật, nhưng điều đáng kinh ngạc nhất là phù thủy vẫn sống giữa chúng ta; những sinh vật siêu nhiên hung ác có ý định giải phóng Cái chết đen trên thế giới và đặt dấu chấm hết cho loài người một lần và mãi mãi. Đội quân săn phù thủy đã chiến đấu với kẻ thù phi tự nhiên này trong nhiều thế kỷ, bao gồm cả Kaulder, một chiến binh dũng cảm, người nhiều năm trước đã tiêu diệt Nữ hoàng phù thủy toàn năng, tàn sát những người theo bà trong quá trình này. Trong khoảnh khắc ngay trước khi chết, Nữ hoàng đã nguyền rủa Kaulder bằng sự bất tử, chia cắt anh mãi mãi khỏi người vợ và con gái yêu quý của mình. Ngày nay, Kaulder là thợ săn còn sống cuối cùng đã dành cả cuộc đời bất tử của mình để truy lùng những phù thủy lừa đảo, đồng thời luôn khao khát gia đình đã thất lạc từ lâu của mình.",146936910.0,90000000.0,106,2015-10-21,6.0,3441,"['Fantasy', 'Action', 'Adventure']","['NeoReel', 'Summit Entertainment', 'Atmosphere Entertainment MM', 'Goldmann Pictures', 'Aperture Entertainment', 'TIK Films', 'One Race', 'Lionsgate']","['Hong Kong', 'United States of America']",['Tiếng Anh'],Unknown,Unknown
253414,Rock the Kasbah,Rock the Kasbah,en,"Một nhà sản xuất âm nhạc sa sút tìm thấy cơ hội cuối cùng để chuộc lỗi với một cô gái trẻ có giọng vàng ở Afghanistan. Tuy nhiên, khi sự ghen tuông lấn át lòng người bạn trai cũ bất mãn, anh quyết định phản đối ngôi sao trẻ có tài năng riêng của mình.",3020664.0,15000000.0,100,2015-10-22,5.4,318,"['Comedy', 'Music', 'War']","['Shangri-La Entertainment', 'QED International', 'Dune Films', 'Venture Forth', 'Open Road Films']","['Morocco', 'United States of America']",['Tiếng Anh'],Unknown,Unknown
206647,Spectre,Spectre,en,Một thông điệp khó hiểu từ quá khứ của Bond đưa anh vào con đường khám phá một tổ chức độc ác. Trong khi M chiến đấu với các lực lượng chính trị để giữ cho cơ quan mật vụ tồn tại thì Bond lật tẩy các lớp vỏ lừa dối để tiết lộ sự thật khủng khiếp đằng sau SPECTRE.,880674609.0,245000000.0,148,2015-10-26,6.54,10153,"['Action', 'Adventure', 'Thriller']","['Metro-Goldwyn-Mayer', 'Columbia Pictures', 'EON Productions', 'Danjaq', 'B24']","['United Kingdom', 'United States of America']","['Tiếng Pháp', 'Tiếng Anh', 'Tiếng Tây Ban Nha', 'Tiếng Ý', 'Tiếng Đức']",Unknown,Unknown
360203,Lost in the Sun,Lost in the Sun,en,Một tên tội phạm nhỏ và một cậu thiếu niên mới mồ côi hợp tác để thực hiện một loạt vụ cướp.,25000.0,25000.0,95,2015-11-05,5.9,101,"['Action', 'Crime', 'Drama', 'Thriller']",[],['United States of America'],['Tiếng Anh'],Unknown,Unknown
228066,Victor Frankenstein,Victor Frankenstein,en,Nhà khoa học lập dị Victor Von Frankenstein tạo ra một sinh vật kỳ dị trong một thí nghiệm khoa học không chính thống.,34200000.0,40000000.0,109,2015-11-10,5.9,2042,"['Drama', 'Science Fiction', 'Thriller']","['Davis Entertainment', 'Moving Picture Company', 'TSG Entertainment', '20th Century Fox']","['United Kingdom', 'United States of America']",['Tiếng Anh'],Unknown,Unknown
333348,Love the Coopers,Love the Coopers,en,"Khi bốn thế hệ của gia tộc Cooper cùng nhau tổ chức lễ đón đêm Giáng sinh hàng năm, hàng loạt vị khách bất ngờ và những sự kiện không ngờ đã làm đảo lộn màn đêm, khiến tất cả họ khám phá lại mối quan hệ gia đình và tinh thần của ngày lễ một cách đáng ngạc nhiên.",42426912.0,17000000.0,107,2015-11-12,6.0,752,"['Drama', 'Comedy', 'Family']","['Imagine Entertainment', 'Groundswell Productions', 'CBS Films', 'Handwritten Films']",['United States of America'],['Tiếng Anh'],Unknown,Unknown
336004,Heist,Heist,en,"Một người cha không có phương tiện để trả tiền chữa bệnh cho con gái mình. Phương án cuối cùng là anh hợp tác với một đồng nghiệp tham lam để cướp sòng bạc. Khi mọi thứ trở nên tồi tệ, họ buộc phải cướp một chiếc xe buýt thành phố.",4100000.0,8900000.0,93,2015-11-13,6.1,881,"['Action', 'Crime', 'Thriller']","['Silver Plane Films', 'EFO Films', 'Mass Hysteria Entertainment', 'Tri Vision Pictures', 'Hannibal Classics']",['United States of America'],['Tiếng Anh'],Unknown,Unknown
105864,The Good Dinosaur,The Good Dinosaur,en,"Một cuộc hành trình hoành tráng vào thế giới khủng long, nơi một con Apatosaurus tên Arlo kết bạn với một người bạn không ngờ tới.",332207671.0,175000000.0,93,2015-11-14,6.7,5302,"['Adventure', 'Animation', 'Family']",['Pixar'],['United States of America'],['Tiếng Anh'],Unknown,Unknown
287903,Krampus,Krampus,en,"Khi gia đình không bình thường xung đột trong kỳ nghỉ lễ, chàng trai trẻ Max vỡ mộng và quay lưng lại với lễ Giáng sinh. Anh ta không biết rằng, sự thiếu tinh thần lễ hội này đã giải phóng cơn thịnh nộ của Krampus: một thế lực ma quỷ có ý định xấu xa cổ xưa nhằm trừng phạt những người không có niềm tin.",61800000.0,15000000.0,98,2015-11-26,6.192,2069,"['Horror', 'Comedy', 'Fantasy']","['Universal Pictures', 'Legendary Pictures', 'Syon Media', 'Zam Pictures', 'dentsu', 'Fuji Television Network']","['Canada', 'Japan', 'New Zealand', 'United States of America']","['Tiếng Đức', 'Tiếng Anh']",Unknown,Unknown
306819,The Danish Girl,The Danish Girl,en,"Khi Gerda Wegener nhờ chồng cô là Einar làm người mẫu chân dung, Einar đã phát hiện ra con người thật của mình và bắt đầu sống cuộc sống của mình với cái tên Lili Elbe. Sau khi nhận ra con người thật của mình cũng như với tình yêu và sự hỗ trợ của Gerda, Lili bắt đầu cuộc hành trình đột phá với tư cách là người tiên phong chuyển giới.",64200000.0,15000000.0,119,2015-11-27,7.594,5595,['Drama'],"['Pretty Pictures', 'Working Title Films', 'Artémis Productions', 'Shelter Productions', 'Senator Global Productions', 'ReVision Pictures', 'Working Title Films']","['Belgium', 'United Kingdom', 'United States of America']","['Tiếng Anh', 'Tiếng Pháp', 'Tiếng Đức']",Unknown,Unknown
257088,Point Break,Point Break,en,"Một đặc vụ FBI trẻ tuổi bí mật thâm nhập vào một băng nhóm trộm có chung sở thích là thể thao mạo hiểm. Phiên bản làm lại của bộ phim năm 1991 ""Point Break"".",133700000.0,105000000.0,113,2015-12-03,5.9,2177,"['Action', 'Adventure', 'Crime', 'Thriller']","['Studio Babelsberg', 'Alcon Entertainment', 'DMG Entertainment', 'Taylor-Baldecchi-Wimmer Productions', 'Warner Bros. Pictures', 'Summit Entertainment', 'Cine Tirol', 'Eagle Pictures']","['Austria', 'Canada', 'China', 'Germany', 'Italy', 'United States of America']",['Tiếng Anh'],Unknown,Unknown
205775,In the Heart of the Sea,In the Heart of the Sea,en,"Vào mùa đông năm 1820, tàu săn cá voi Essex của New England bị tấn công bởi một thứ mà không ai có thể tin được—một con cá voi có kích thước và ý chí khổng lồ, cùng ý thức báo thù gần như con người.",93900000.0,100000000.0,122,2015-12-03,6.8,3952,"['Thriller', 'Drama', 'Adventure', 'Action', 'History']","['Imagine Entertainment', 'Spring Creek Pictures', 'Roth Films', 'Kjam Media', 'Cott Productions', 'Surf Film', 'Enelmar Productions, A.I.E.', 'Warner Bros. Pictures', 'Village Roadshow Pictures']","['Spain', 'United States of America']",['Tiếng Anh'],Unknown,Unknown
1083983,The White Silk Dress,Áo lụa Hà Đông,vi,Bản anh hùng ca thời chiến kể về một gia đình nghèo khó phải vật lộn để kiếm sống và người mẹ đã làm điều không thể tưởng tượng được là cung cấp cho con gái mình những bộ váy lụa truyền thống cần thiết để đến trường.,56834.0,1000000.0,142,2007-03-08,7.5,588,['Drama'],"['Anh Viet Company', 'Phuoc Sang Entertainment', 'Vietnam Feature Film Studio']",['Vietnam'],"['Tiếng Việt', 'Tiếng Anh']",Luu Huynh,"['Thien Tu Tran', 'Truong Ngoc Anh', 'Khanh Quoc Nguyen']"
140607,Star Wars: The Force Awakens,Star Wars: The Force Awakens,en,"Ba mươi năm sau khi đánh bại Đế chế Thiên hà, Han Solo và các đồng minh phải đối mặt với mối đe dọa mới từ Kylo Ren độc ác và đội quân Stormtroopers của hắn.",2068223624.0,245000000.0,136,2015-12-15,7.285,18799,"['Adventure', 'Action', 'Science Fiction']","['Lucasfilm Ltd.', 'Bad Robot']",['United States of America'],['Tiếng Anh'],Unknown,Unknown
258509,Alvin and the Chipmunks: The Road Chip,Alvin and the Chipmunks: The Road Chip,en,"Trải qua một loạt hiểu lầm, Alvin, Simon và Theodore tin rằng Dave sắp cầu hôn bạn gái mới của anh ấy ở thành phố New York - và bỏ rơi họ. Họ có ba ngày để đến gặp anh ta và dừng lời cầu hôn.",233755553.0,90000000.0,92,2015-12-17,6.025,1558,"['Family', 'Adventure', 'Comedy']","['TSG Entertainment', 'Fox 2000 Pictures', 'Regency Enterprises', 'Bagdasarian Productions', 'Sunswept Entertainment']",['United States of America'],['Tiếng Anh'],Unknown,Unknown
365222,Ip Man 3,葉問3,cn,"Khi một nhóm xã hội đen tàn bạo do một nhà phát triển bất động sản quanh co cầm đầu thực hiện một vở kịch để chiếm lấy thành phố, Sư phụ Ip buộc phải đứng lên.",157000000.0,36000000.0,105,2015-12-24,7.0,1635,"['Action', 'Drama', 'History']","['Dreams Salon Entertainment Culture', 'Pegasus Motion Pictures', 'Starbright Communications', 'Golden Harvest Company', 'Henan Film & TV Production Group Henan Film Studio', 'Prosperity Pictures']","['China', 'Hong Kong']","['Hong Kong', 'Tiếng Trung', 'Tiếng Anh', 'Tiếng Pháp']",Unknown,Unknown
274479,Joy,Joy,en,"Câu chuyện dựa trên cuộc đời của một bà mẹ đơn thân đang gặp khó khăn ở Long Island, người đã trở thành một trong những doanh nhân thành công nhất đất nước.",101134059.0,60000000.0,124,2015-12-24,6.527,3962,"['Drama', 'Comedy']","['Fox 2000 Pictures', 'Annapurna Pictures', 'Davis Entertainment', 'Io by Io']",['United States of America'],"['Tiếng Tây Ban Nha', 'Tiếng Anh']",Unknown,Unknown
281957,The Revenant,The Revenant,en,"Vào những năm 1820, một người lính biên phòng, Hugh Glass, bắt đầu con đường trả thù những kẻ đã bỏ mặc anh ta cho đến chết sau khi bị gấu vồ.",532950503.0,135000000.0,157,2015-12-25,7.53,17563,"['Western', 'Drama', 'Adventure']","['Monarchy Enterprises S.a.r.l.', 'Regency Enterprises', 'Appian Way', 'CatchPlay', 'Anonymous Content', 'New Regency Pictures', 'Hong Kong Alpha Motion Pictures Co.', 'M Productions', 'RatPac Entertainment']","['Canada', 'Hong Kong', 'Taiwan', 'United States of America']","['Tiếng Anh', 'Tiếng Pháp']",Unknown,Unknown
274167,Daddy's Home,Daddy's Home,en,"Câu chuyện về một giám đốc điều hành đài phát thanh có phong cách ôn hòa, cố gắng trở thành người cha dượng tốt nhất từ ​​trước đến nay đối với hai đứa con của vợ mình, nhưng những rắc rối xảy ra khi người cha thực sự phóng túng, ăn bám của họ đến, buộc người cha dượng phải tranh giành tình cảm của bọn trẻ.",242786137.0,50000000.0,96,2015-12-25,6.276,3063,['Comedy'],"['Paramount', 'Gary Sanchez Productions', 'Red Granite Pictures']",['United States of America'],['Tiếng Anh'],Unknown,Unknown
329440,The Forest,The Forest,en,"Lấy bối cảnh tại Rừng Aokigahara, một địa điểm có thật ở Nhật Bản, nơi mọi người đến để kết liễu cuộc đời mình. Trong bối cảnh đó, một phụ nữ trẻ người Mỹ đi tìm người chị song sinh của mình, người đã biến mất một cách bí ẩn.",37608299.0,10000000.0,95,2016-01-07,5.2,1680,"['Horror', 'Thriller', 'Mystery']","['Lava Bear', 'AI Film', 'Phantom Four']",['United States of America'],['Tiếng Anh'],Unknown,Unknown
368031,Friend Request,Unfriend,en,"Tận hưởng cuộc sống đại học với tư cách là một sinh viên nổi tiếng, Laura chia sẻ mọi thứ với hơn 800 người bạn của mình trên Facebook. Nhưng một ngày nọ, sau khi chấp nhận lời mời kết bạn từ một người bị xã hội ruồng bỏ tên là Marina, cuộc đời của Laura bị nguyền rủa...",10975390.0,9900000.0,92,2016-01-07,5.5,1198,"['Horror', 'Thriller']","['Wiedemann & Berg Film', 'Seven Pictures', 'Two Oceans Production (TOP)']","['Germany', 'South Africa']",['Tiếng Anh'],Unknown,Unknown
375108,Mafia: Survival Game,Мафия: Игра на выживание,ru,"Một sự thay đổi trong trò chơi Mafia cổ điển. 12 đối thủ tham gia vào một trò chơi sinh tử, trong đó người vô tội phải tiêu diệt Mafia để giành giải thưởng tiền mặt. Những người bị bỏ phiếu phải đối mặt với nỗi sợ hãi lớn nhất của họ trong một mô phỏng trên máy tính.",4026795.0,2570000.0,91,2016-01-07,4.4,94,"['Action', 'Science Fiction']","['Enjoy Movies', 'Renovatio Entertainment']",['Russia'],['Tiếng Nga'],Unknown,Unknown
299687,The 5th Wave,The 5th Wave,en,"Cassie Sullivan, 16 tuổi, cố gắng sống sót trong một thế giới bị tàn phá bởi làn sóng xâm lược của người ngoài hành tinh đã tàn phá dân số và đẩy nhân loại trở lại Thời kỳ Đồ đá.",109906372.0,38000000.0,112,2016-01-14,5.9,5585,"['Science Fiction', 'Adventure', 'Action']","['LStar Capital', 'Columbia Pictures', 'GK Films', 'Material Pictures']",['United States of America'],['Tiếng Anh'],Unknown,Unknown
300671,13 Hours: The Secret Soldiers of Benghazi,13 Hours: The Secret Soldiers of Benghazi,en,Một Đại sứ Mỹ thiệt mạng trong một cuộc tấn công tại khu phức hợp của Mỹ ở Libya khi đội an ninh đang cố gắng giải quyết tình trạng hỗn loạn.,69411370.0,50000000.0,144,2016-01-14,7.276,3362,"['War', 'Action', 'History', 'Drama']","['Paramount', '3 Arts Entertainment', 'Bay Films', 'Latina Pictures', 'Dune Films']","['Malta', 'Morocco', 'United States of America']","['Tiếng Ả Rập', 'Tiếng Anh']",Unknown,Unknown
386219,Conjuring Spirit,Chung Cư Ma,vi,"Sau sự phản bội của chồng, một tiểu thuyết gia và người mẹ chuyển đến một tòa nhà cũ, nơi cô nhận được một chiếc hộp nhạc và gặp một linh hồn kỳ lạ.",56247.0,500000.0,115,2014-12-24,5.3,141,['Horror'],['Skyline Media'],['Vietnam'],['Tiếng Việt'],Van M. Pham,"['Phuong Mai', 'Su Quang', 'Hoang Phuc Nguyen']"
381902,The Monkey King 2,西遊記之孫悟空三打白骨精,zh,"Diễn ra 500 năm sau Thảm họa trên Thiên đường, Tăng sĩ Đường được Đức Phật chỉ định đi sang phương Tây để lấy kinh thánh, nhưng vô tình giải thoát được Tôn Ngộ Không. Với việc Lady White muốn chia tay đội được tập hợp để đánh bại cô ấy, Vua Khỉ phải chiến đấu để cứu thế giới của mình!",193677158.0,68490000.0,120,2016-01-22,5.9,87,"['Action', 'Adventure', 'Fantasy']",['Filmko Pictures'],"['Hong Kong', 'China']",['Tiếng Trung'],Unknown,Unknown
321258,The Boy,The Boy,en,"Một phụ nữ trẻ người Mỹ nhận công việc bảo mẫu ở một ngôi làng Tiếng Anh xa xôi, sớm phát hiện ra rằng cậu con trai 8 tuổi của gia đình là một con búp bê có kích thước thật kèm theo một danh sách các quy tắc nghiêm ngặt.",73929392.0,10000000.0,98,2016-01-22,6.0,3638,"['Horror', 'Thriller', 'Mystery']","['Lakeshore Entertainment', 'Vertigo Entertainment', 'STXfilms']",['United States of America'],['Tiếng Anh'],Unknown,Unknown
140300,Kung Fu Panda 3,Kung Fu Panda 3,en,"Trong khi Po và cha cậu đang đến thăm một ngôi làng gấu trúc bí mật, một linh hồn tà ác đe dọa toàn bộ Trung Quốc, buộc Po phải thành lập một đội quân hỗn tạp để chống trả.",521170825.0,145000000.0,95,2016-01-23,6.899,5644,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']","['DreamWorks Animation', 'China Film Group Corporation', 'Oriental DreamWorks', 'Zhong Ming You Ying Film']","['China', 'United States of America']",['Tiếng Anh'],Unknown,Unknown
368940,Robinson Crusoe,Robinson Crusoe,de,"Trên một hòn đảo nhỏ kỳ lạ, Thứ Ba, một chú vẹt hướng ngoại sống cùng những người bạn động vật kỳ quặc của mình trên thiên đường. Tuy nhiên, thứ Ba không thể ngừng mơ ước khám phá thế giới. Sau một cơn bão dữ dội, Thứ Ba và những người bạn thức dậy và tìm thấy một sinh vật kỳ lạ trên bãi biển: Robinson Crusoe. Thứ ba ngay lập tức xem Crusoe như tấm vé rời đảo để khám phá những vùng đất mới. Tương tự như vậy, Crusoe sớm nhận ra rằng chìa khóa để sống sót trên đảo là nhờ sự giúp đỡ của Thứ Ba và các loài động vật khác. Lúc đầu, mọi việc không phải lúc nào cũng dễ dàng vì động vật không nói được tiếng ""con người"". Chậm rãi nhưng chắc chắn, tất cả họ bắt đầu chung sống hòa thuận với nhau, cho đến một ngày, cuộc sống thoải mái của họ bị đảo lộn bởi hai con mèo man rợ mong muốn nắm quyền kiểm soát hòn đảo. Một trận chiến xảy ra giữa lũ mèo và nhóm bạn nhưng Crusoe và các con vật sớm phát hiện ra sức mạnh thực sự của tình bạn bất chấp mọi khó khăn (ngay cả những con mèo man rợ).",40075446.0,13500000.0,90,2016-02-04,5.8,310,"['Animation', 'Adventure', 'Comedy', 'Family']","['uFilm', 'StudioCanal', 'nWave Pictures', 'Illuminata Pictures']","['Belgium', 'France']",['Tiếng Đức'],Unknown,Unknown
330483,The Choice,The Choice,en,Travis và Gabby gặp nhau lần đầu với tư cách là hàng xóm tại một thị trấn nhỏ ven biển và kết thúc mối quan hệ được thử thách bởi những sự kiện quan trọng nhất trong cuộc đời.,18730891.0,10000000.0,111,2016-02-04,7.2,1816,"['Drama', 'Romance']","['Lionsgate', 'Nicholas Sparks Productions', 'The Safran Company', 'Good Universe']",['United States of America'],['Tiếng Anh'],Unknown,Unknown
598538,First Love,Tình Đầu Thơ Ngây,vi,"Mỹ An phải lòng Thiện đẹp trai và giàu có. Anh được mệnh danh là ""Hoàng tử trong mơ"" trong trường nhưng đồng thời lại là người lạnh lùng, lập dị và không quan tâm đến các bạn cùng lứa tuổi. Ước mơ lớn nhất của anh là trở thành một nhạc sĩ siêu sao. Do hoàn cảnh và tình bạn của cha họ, họ đã trở thành bạn cùng nhà.",47039.0,500000.0,85,2019-02-14,5.3,21,"['Romance', 'Family']",[],['Vietnam'],['Tiếng Việt'],Tran Nhan Kien,"['Mai Ky Han', 'Lan Phuong Nguyen', 'Nguyen Thai Son', 'Lam Thanh My']"
1078300,Battle of the Fists,Võ Sinh Đại Chiến,vi,Battle of the Fists (2021) là bộ phim kể về Con trai của một võ sĩ bậc thầy phải tìm lại những chiêu thức đã bị lãng quên từ lâu trước khi đối mặt với bạn trai cũ của người yêu mới tại một cuộc thi ở trường đại học.,44157.0,1000000.0,91,2021-01-01,6.4,29,"['Comedy', 'Drama', 'Action']",[],['Vietnam'],['Tiếng Việt'],Nguyen Ba Cuong,"['Truong Quoc Cuong', 'Tien Hoang', 'Duy Khanh']"
381890,The Mermaid,美人鱼,zh,"Một ông trùm kinh doanh ăn chơi, Liu Xuân, mua Vịnh Xanh, một khu bảo tồn động vật hoang dã, cho một dự án cải tạo biển và sử dụng công nghệ siêu âm để loại bỏ sinh vật biển trong khu vực. Anh ta không hề biết rằng Vịnh Xanh là quê hương của những người cá, và sóng siêu âm đã khiến nhiều người trong số họ không chịu nổi bệnh tật hoặc chết. Công việc kinh doanh của Xuân trong khu vực bị đe dọa khi anh đi ngang qua nàng tiên cá Shan, người được phái đến để trả thù cho người dân của cô.",553810228.0,60720000.0,93,2016-02-08,6.5,376,"['Comedy', 'Fantasy', 'Romance']","['China Film Group Corporation', 'Alpha Pictures', 'Star Overseas', 'Shanghai New Culture Media Group Co Ltd', 'Beijing Enlight Pictures']","['China', 'Hong Kong']",['Tiếng Trung'],Unknown,Unknown
259694,How to Be Single,How to Be Single,en,"Thành phố New York đầy rẫy những trái tim cô đơn đang tìm kiếm người phù hợp, và điểm chung của Alice, Robin, Lucy, Meg, Tom và David là nhu cầu học cách sống độc thân trong một thế giới tràn ngập những định nghĩa về tình yêu ngày càng phát triển. .",112343513.0,38000000.0,110,2016-02-08,6.2,3107,"['Comedy', 'Romance']","['New Line Cinema', 'Metro-Goldwyn-Mayer', 'Flower Films']",['United States of America'],['Tiếng Anh'],Unknown,Unknown
